news_title,news_category,created_at,scrapped_at,url,image
[POPULER OTOMOTIF] Apakah Harus Menunggu Lampu Indikator Mati Sebelum Starter Mobil? | Alasan Menyalakan Mobil Matik Harus Injak Rem Dahulu,OTOMOTIF,08-09-2024,2024-09-08 07:03:05,https://otomotif.kompas.com/read/2024/09/08/070043015/populer-otomotif-apakah-harus-menunggu-lampu-indikator-mati-sebelum-starter,https://asset.kompas.com/crops/uRtMNbncFcSugJjGSiMXEIIWSrE=/96x0:681x390/230x152/data/photo/2022/03/16/6231930d98f01.jpg
"Kopi Berpotensi Redakan 6 Penyakit Ini, Apa Saja?",TREN,08-09-2024,2024-09-08 07:03:06,https://www.kompas.com/tren/read/2024/09/08/070000965/kopi-berpotensi-redakan-6-penyakit-ini-apa-saja-,https://asset.kompas.com/crops/LnIx1pJ-AlIGIqyA_bG-FifT_1Q=/286x236:2578x1764/230x152/data/photo/2023/09/18/65080d3626da9.jpg
"Prakiraan Cuaca di Bandung Hari Ini, 8 September 2024: Udara Kabur hingga Cerah Berawan",REGIONAL,08-09-2024,2024-09-08 07:03:06,https://bandung.kompas.com/read/2024/09/08/070000878/prakiraan-cuaca-di-bandung-hari-ini-8-september-2024--udara-kabur-hingga,https://asset.kompas.com/crops/PDxcELhqLu5kaYNC_IsrfBVTELw=/105x111:905x645/230x152/data/photo/2024/05/02/66339d6f05d82.jpg
Bahagianya Kim Soo Hyun Gelar Fan Meeting Lagi Setelah 10 Tahun,HYPE,08-09-2024,2024-09-08 07:03:07,https://www.kompas.com/hype/read/2024/09/08/070000866/bahagianya-kim-soo-hyun-gelar-fan-meeting-lagi-setelah-10-tahun-,https://asset.kompas.com/crops/FCTm8W5F8Qz_UpNUB2YmQGoEgv0=/0x0:0x0/230x152/data/photo/2024/09/07/66dc7b3997f03.jpeg
Apakah Karpet Persia Bisa Menjadi Investasi yang Menguntungkan?,PROPERTI,08-09-2024,2024-09-08 07:03:07,https://www.kompas.com/properti/read/2024/09/08/070000721/apakah-karpet-persia-bisa-menjadi-investasi-yang-menguntungkan-,https://asset.kompas.com/crops/cmUEuQE53VCO0QRk8COwPG9HQ_8=/0x0:720x480/230x152/data/photo/2022/07/05/62c39afc38f69.jpg
"Selain Pemerintah, Keterlibatan Swasta Penting Capai NZE",LESTARI,08-09-2024,2024-09-08 07:03:08,https://lestari.kompas.com/read/2024/09/08/070000886/selain-pemerintah-keterlibatan-swasta-penting-capai-nze,https://asset.kompas.com/crops/4ziuZj5401K0A1TM8f27iLrKo6A=/0x0:779x519/230x152/data/photo/2022/04/26/62679d700e5f0.jpg
Mengapa 41 Daerah Hanya Punya Calon Tunggal di Pilkada 2024?,NEWS,08-09-2024,2024-09-08 07:03:08,https://nasional.kompas.com/read/2024/09/08/07000061/mengapa-41-daerah-hanya-punya-calon-tunggal-di-pilkada-2024-,https://asset.kompas.com/crops/PxEAVR0HaQUC0zOJIhRy1HXVqCU=/0x0:750x500/230x152/data/photo/2024/04/30/66304a992a155.jpg
"Prakiraan Cuaca di Kota Malang Hari Ini, 8 September 2024 : Sore Cerah Berawan",REGIONAL,08-09-2024,2024-09-08 07:03:09,https://surabaya.kompas.com/read/2024/09/08/065800478/prakiraan-cuaca-di-kota-malang-hari-ini-8-september-2024---sore-cerah,https://asset.kompas.com/crops/Th8fRwYX0CJwkfehgou4gtTLMMw=/0x0:0x0/230x152/data/photo/2022/04/03/62497d18b8565.jpg
"Prakiraan Cuaca di Kota Surabaya Hari Ini, 8 September 2024 : Pagi Cerah Berawan",REGIONAL,08-09-2024,2024-09-08 07:03:09,https://surabaya.kompas.com/read/2024/09/08/065600078/prakiraan-cuaca-di-kota-surabaya-hari-ini-8-september-2024---pagi-cerah,https://asset.kompas.com/crops/RCWyI21DzNziJqisdaU6YvAHDDs=/0x0:1000x667/230x152/data/photo/2022/11/20/637a55e8b7ef6.jpg
"Prakiraan Cuaca di Kota Medan Hari Ini, 8 September 2024 : Malam Hujan Ringan",REGIONAL,08-09-2024,2024-09-08 07:03:10,https://medan.kompas.com/read/2024/09/08/065000678/prakiraan-cuaca-di-kota-medan-hari-ini-8-september-2024---malam-hujan-ringan,https://asset.kompas.com/crops/354S38S2Nm25li5ONxd9KAJUw78=/20x0:1024x669/230x152/data/photo/2024/07/05/66871b6e0d192.jpg
"Miliki Modal 14,3 Juta Suara, 15 Parpol di KIM Plus Jateng Yakin Menangkan Luthfi-Yasin dalam Pilkada Jateng",REGIONAL,08-09-2024,2024-09-08 07:03:10,https://regional.kompas.com/read/2024/09/08/064931678/miliki-modal-143-juta-suara-15-parpol-di-kim-plus-jateng-yakin-menangkan,https://asset.kompas.com/crops/IZbdlPSQdQ9ef_SFs_KdyBHPIyU=/0x0:0x0/230x152/data/photo/2024/09/07/66dc0e9657d82.jpg
"Prakiraan Cuaca di Kota Bogor Hari Ini, 8 September 2024 : Sore Hujan Petir",REGIONAL,08-09-2024,2024-09-08 07:03:11,https://regional.kompas.com/read/2024/09/08/064600878/prakiraan-cuaca-di-kota-bogor-hari-ini-8-september-2024---sore-hujan-petir,https://asset.kompas.com/crops/3oRGUZT0e4Tp4Ke4lqLF2QL7Hms=/75x50:675x450/230x152/data/photo/2022/10/10/634359685046d.jpg
"Hasil Irlandia Vs Inggris, Alasan Declan Rice Tidak Merayakan Gol",BOLA,08-09-2024,2024-09-08 07:03:11,https://bola.kompas.com/read/2024/09/08/06413438/hasil-irlandia-vs-inggris-alasan-declan-rice-tidak-merayakan-gol,https://asset.kompas.com/crops/erg-VsRqIwClAARpbks9NLMXu_Y=/159x0:850x461/230x152/data/photo/2024/09/08/66dce40130903.jpg
"Prakiraan Cuaca Denpasar Hari Ini, 8 Spetember 2024 : Siang Ini Cerah Berawan",REGIONAL,08-09-2024,2024-09-08 07:03:12,https://denpasar.kompas.com/read/2024/09/08/063600678/prakiraan-cuaca-denpasar-hari-ini-8-spetember-2024---siang-ini-cerah,https://asset.kompas.com/crops/1vyBBWJhqgz4Y_dfrdeHq3cPowk=/0x71:2296x1602/230x152/data/photo/2022/02/04/61fccf76c2e11.jpg
Apa Saja Suplemen Penurun Gula Darah Tinggi? Ini Daftarnya,TREN,08-09-2024,2024-09-08 07:03:12,https://www.kompas.com/tren/read/2024/09/08/063000365/apa-saja-suplemen-penurun-gula-darah-tinggi-ini-daftarnya,https://asset.kompas.com/crops/ViKh8TOiaN7Zu8nJkAxmBFMGKLo=/128x85:1152x768/230x152/data/photo/2021/09/14/6140a657a96d4.jpg
Beredar Videotron Foto Khofifah-Emil bersanding dengan Eri-Armuji di Surabaya,REGIONAL,08-09-2024,2024-09-08 07:03:13,https://surabaya.kompas.com/read/2024/09/08/062515878/beredar-videotron-foto-khofifah-emil-bersanding-dengan-eri-armuji-di,https://asset.kompas.com/crops/b9wJutzHN4xkQXcmg19GJyZNYe4=/0x0:0x0/230x152/data/photo/2024/09/07/66dc562857d6b.jpeg
Serangan Israel di Gaza Tewaskan 61 Orang dalam 48 Jam,GLOBAL,08-09-2024,2024-09-08 07:03:13,https://www.kompas.com/global/read/2024/09/08/062351070/serangan-israel-di-gaza-tewaskan-61-orang-dalam-48-jam,https://asset.kompas.com/crops/xlAnjX0IeOUsze7SmxgaKnUhPPM=/159x0:684x350/230x152/data/photo/2024/08/10/66b7173d99e23.jpg
[POPULER MONEY] Blak-blakan Bos AirAsia: Avtur yang Dijual di RI Termahal se-ASEAN | Efek Domino Gangguan Layanan E-Meterai,MONEY,08-09-2024,2024-09-08 07:03:14,https://money.kompas.com/read/2024/09/08/062200926/-populer-money-blak-blakan-bos-airasia--avtur-yang-dijual-di-ri-termahal-se,https://asset.kompas.com/crops/b__ninuABLDOP7L091FqKhBDcGY=/0x0:0x0/230x152/data/photo/2024/09/05/66d95294dd471.jpg
"Hilang 2 Hari, Kakek di Alor Ditemukan Tewas di Kebun",REGIONAL,08-09-2024,2024-09-08 07:03:14,https://regional.kompas.com/read/2024/09/08/061932878/hilang-2-hari-kakek-di-alor-ditemukan-tewas-di-kebun,https://asset.kompas.com/crops/1NQmrP83O-oMkVMxRlwOCcG356E=/0x0:0x0/230x152/data/photo/2024/09/07/66dc5014bd259.jpg
Festival Pasar Rakyat 2024 Digelar di Pasar Rangkasbitung 7-8 September 2024,TRAVEL,08-09-2024,2024-09-08 07:03:15,https://travel.kompas.com/read/2024/09/08/061827927/festival-pasar-rakyat-2024-digelar-di-pasar-rangkasbitung-7-8-september-2024,https://asset.kompas.com/crops/8lL08IkZwNYNEGYzEmTFhhUNO0I=/131x0:3506x2250/230x152/data/photo/2024/09/07/66dc433fa5aa9.jpg
"Hasil Evaluasi, Penanganan Tanggap Darurat Banjir Bandang Ternate Masih Banyak Masalah",REGIONAL,08-09-2024,2024-09-08 07:03:15,https://regional.kompas.com/read/2024/09/08/061553078/hasil-evaluasi-penanganan-tanggap-darurat-banjir-bandang-ternate-masih,https://asset.kompas.com/crops/0Y8DXgFmARhZSWljEDwQb98kqew=/0x0:0x0/230x152/data/photo/2024/09/08/66dcbfaf7a976.jpg
"Dalam 1 Jam, Perampok Ini Beraksi di 2 Minimarket di Kediri, Gasak Rp 72 Juta",REGIONAL,08-09-2024,2024-09-08 07:03:16,https://surabaya.kompas.com/read/2024/09/08/060900878/dalam-1-jam-perampok-ini-beraksi-di-2-minimarket-di-kediri-gasak-rp-72-juta,https://asset.kompas.com/crops/pafclHUGfOpqEw284x4sE_D-_8s=/1078x237:1554x555/230x152/data/photo/2024/09/06/66dabef045ac1.jpg
"Tijani Reijnders Trengginas bagi Belanda, Sehati dengan Zirkzee",BOLA,08-09-2024,2024-09-08 07:03:16,https://bola.kompas.com/read/2024/09/08/06014448/tijani-reijnders-trengginas-bagi-belanda-sehati-dengan-zirkzee,https://asset.kompas.com/crops/JDgvSNaF-qPXIzSXV0S26vGIOBg=/198x0:760x375/230x152/data/photo/2024/09/08/66dcda10e39f7.jpg
"Jadi ""New Economic Hub"", IKN Sukses Tarik Investasi Rp 56,8 Triliun",IKN,08-09-2024,2024-09-08 07:03:17,https://ikn.kompas.com/read/2024/09/08/060000587/jadi-new-economic-hub-ikn-sukses-tarik-investasi-rp-56-8-triliun,https://asset.kompas.com/crops/WItmjOL1IZ50n50mgiWdEkOCD0U=/210x140:3239x2159/230x152/data/photo/2024/07/25/66a22d950727d.jpg
Pesan Berkesan dari STY untuk Ragnar Oratmangoen,BOLA,08-09-2024,2024-09-08 07:03:17,https://bola.kompas.com/read/2024/09/08/06000078/pesan-berkesan-dari-sty-untuk-ragnar-oratmangoen,https://asset.kompas.com/crops/ZJbbMiQhQEbs6HH5LjGwtoif6z4=/0x0:1618x1078/230x152/data/photo/2024/09/06/66da10ab35c09.jpg
"Wilayah yang Berpotensi Hujan Lebat, Angin Kencang, dan Petir 8-9 September 2024",TREN,08-09-2024,2024-09-08 07:03:18,https://www.kompas.com/tren/read/2024/09/08/060000565/wilayah-yang-berpotensi-hujan-lebat-angin-kencang-dan-petir-8-9-september,https://asset.kompas.com/crops/HARpEu4K13jb7LS-rIywsGqhQc0=/0x0:5184x3456/230x152/data/photo/2023/11/06/654824cd89152.jpg
Pilkada 2024: Bawaslu Antisipasi Kerawanan di Daerah dengan Calon Tunggal,NEWS,08-09-2024,2024-09-08 07:03:18,https://nasional.kompas.com/read/2024/09/08/06000071/pilkada-2024--bawaslu-antisipasi-kerawanan-di-daerah-dengan-calon-tunggal,https://asset.kompas.com/crops/Y-K6XlufPSvTAl9piJ47uyba_uc=/0x0:0x0/230x152/data/photo/2024/06/29/667f50189807b.jpg
Ini Alasan Mengapa Karpet Persia Harganya Selangit,PROPERTI,08-09-2024,2024-09-08 07:03:19,https://www.kompas.com/properti/read/2024/09/08/060000821/ini-alasan-mengapa-karpet-persia-harganya-selangit,https://asset.kompas.com/crops/SQ8aBSSQyR76-8p8qERE_mbFJ3U=/144x96:720x480/230x152/data/photo/2022/07/05/62c39b3267882.jpg
"[UNIK GLOBAL] Temuan Paus ""Mata-mata Rusia"" di Norwegia | Melihat ""Sekolah Pencuri"" di India",GLOBAL,08-09-2024,2024-09-08 07:03:19,https://www.kompas.com/global/read/2024/09/08/055037770/unik-global-temuan-paus-mata-mata-rusia-di-norwegia-melihat-sekolah,https://asset.kompas.com/crops/3o7ORr0qiUmFwFfMFaBhLzQqEuA=/0x0:915x610/230x152/data/photo/2019/04/29/1823332649.jpg
"[POPULER NASIONAL] Wacana ""Reshuffle"" Dianggap Tak Efektif | Impresi Terbang dengan Super Hercules",NEWS,08-09-2024,2024-09-08 07:03:20,https://nasional.kompas.com/read/2024/09/08/05310371/populer-nasional-wacana-reshuffle-dianggap-tak-efektif-impresi-terbang,https://asset.kompas.com/crops/jFSiH7qNUGbwx18p7xSbWuXGwUk=/0x37:1600x1104/230x152/data/photo/2024/08/16/66bf3c95238da.jpg
5 Barang Ini Harus Tersedia Ketika Punya Mini Bar di Dapur,PROPERTI,08-09-2024,2024-09-08 07:03:20,https://www.kompas.com/properti/read/2024/09/08/053000321/5-barang-ini-harus-tersedia-ketika-punya-mini-bar-di-dapur,https://asset.kompas.com/crops/qO8JnGDWnQ9B4EepWpsOPuViNto=/0x17:612x425/230x152/data/photo/2023/09/18/6507fc79d6ec4.jpg
[POPULER TREN] Prakiraan Cuaca BMKG 7-8 September | Update Instansi Paling Ramai dan Sepi Peminat CPNS 2024,TREN,08-09-2024,2024-09-08 07:03:21,https://www.kompas.com/tren/read/2024/09/08/053000265/-populer-tren-prakiraan-cuaca-bmkg-7-8-september-update-instansi-paling,https://asset.kompas.com/crops/yctwjServq0_ZEFsGn-KnbwK6D8=/208x96:1072x672/230x152/data/photo/2024/09/07/66dc560ad2cb7.jpg
"Hasil Belanda Vs Bosnia-Herzegovina 5-2, Reijnders Jadi Bintang",BOLA,08-09-2024,2024-09-08 07:03:22,https://bola.kompas.com/read/2024/09/08/05232878/hasil-belanda-vs-bosnia-herzegovina-5-2-reijnders-jadi-bintang,https://asset.kompas.com/crops/G66iA0IW7EkimYat8412-SzlWoo=/272x0:833x373/230x152/data/photo/2024/09/08/66dcd101a98ee.jpg
"Truk Hancur Tersambar Kereta Api di Ngawi, 1 Orang Tewas",REGIONAL,08-09-2024,2024-09-08 07:03:22,https://surabaya.kompas.com/read/2024/09/08/050500778/truk-hancur-tersambar-kereta-api-di-ngawi-1-orang-tewas,https://asset.kompas.com/crops/Wa-_R0YsRyDw2CBcyb8iWP3nEI4=/272x0:1305x689/230x152/data/photo/2024/09/08/66dccb66c8cfe.jpg
"Hasil Jerman Vs Hongaria 5-0, Era Baru Der Panzer Diwarnai Aksi Magis Jamal Musiala",BOLA,08-09-2024,2024-09-08 07:03:23,https://bola.kompas.com/read/2024/09/08/05023238/hasil-jerman-vs-hongaria-5-0-era-baru-der-panzer-diwarnai-aksi-magis-jamal,https://asset.kompas.com/crops/GcFsQUWvMDojkQfyEXjmWNTU6_0=/312x0:1017x470/230x152/data/photo/2024/09/08/66dccc141214f.jpg
"8 Manfaat Nanas untuk Kesehatan, Termasuk Menurunkan Berat Badan",HEALTH,08-09-2024,2024-09-08 07:03:23,https://health.kompas.com/read/24I08050000368/8-manfaat-nanas-untuk-kesehatan-termasuk-menurunkan-berat-badan,https://asset.kompas.com/crops/WQLedBsrqpSmsZ86BQuaB7fVdOw=/0x0:5040x3360/230x152/data/photo/2024/08/11/66b85ea518f23.jpg
Pengawasan Pilkada di Daerah Calon Tunggal Sama Ketatnya dengan Daerah Lain,NEWS,08-09-2024,2024-09-08 07:03:24,https://nasional.kompas.com/read/2024/09/08/05000081/pengawasan-pilkada-di-daerah-calon-tunggal-sama-ketatnya-dengan-daerah-lain,https://asset.kompas.com/crops/bxFivElGDRXEu3M53n2Wahudtto=/0x0:0x0/230x152/data/photo/2024/04/07/66122a442434b.jpg
Pengertian Stack dan Queue serta Contoh Penerapannya dalam Pemograman,TEKNO,08-09-2024,2024-09-08 07:03:24,https://tekno.kompas.com/read/2024/09/08/03350097/pengertian-stack-dan-queue-serta-contoh-penerapannya-dalam-pemograman,https://asset.kompas.com/crops/6QSI6nsjjc9tWtJICz1oN3oI9ms=/0x0:1000x667/230x152/data/photo/2024/08/23/66c8804731761.jpg
Cara Mengaktifkan dan Mematikan Laptop dengan Benar biar Tidak Mudah Rusak,TEKNO,08-09-2024,2024-09-08 07:03:25,https://tekno.kompas.com/read/2024/09/08/03350067/cara-mengaktifkan-dan-mematikan-laptop-dengan-benar-biar-tidak-mudah-rusak-,https://asset.kompas.com/crops/Jc2KnrcHSPfTov84ZniaRY-q1Hc=/1x0:640x426/230x152/data/photo/2024/06/07/6661ecbd56813.jpg
"Hasil Irlandia Vs Inggris 0-2: Gol dari Dua ""Pengkhianat""",BOLA,08-09-2024,2024-09-08 07:03:25,https://bola.kompas.com/read/2024/09/08/00564938/hasil-irlandia-vs-inggris-0-2-gol-dari-dua-pengkhianat,https://asset.kompas.com/crops/5zxo1MKTVC8Gy1AIu3Si1AjLjxQ=/110x0:843x489/230x152/data/photo/2024/09/07/66dc832c445e7.jpg
"Maju Pilkada, 4 Caleg Terpilih DPRD Sumsel Mengundurkan Diri",REGIONAL,08-09-2024,2024-09-08 07:03:26,https://regional.kompas.com/read/2024/09/08/000427078/maju-pilkada-4-caleg-terpilih-dprd-sumsel-mengundurkan-diri,https://asset.kompas.com/crops/dENu9DgR2Aks9LQceD8ql3yX0OI=/0x1:800x534/230x152/data/photo/2019/01/22/3333337759.jpg
Tips Memilih Produk Deposito untuk Investasi Jangka Panjang,MONEY,07-09-2024,2024-09-08 07:03:26,https://money.kompas.com/read/2024/09/07/235906926/tips-memilih-produk-deposito-untuk-investasi-jangka-panjang,https://asset.kompas.com/crops/i9llehU-Ee0j3EUIHhRvr10FukE=/0x0:739x493/230x152/data/photo/2024/03/22/65fd761908952.jpg
"Tahanan di Rutan Polsek Kumpeh Ilir Tewas, Keluarga Merasa Janggal",REGIONAL,07-09-2024,2024-09-08 07:03:27,https://regional.kompas.com/read/2024/09/07/235156678/tahanan-di-rutan-polsek-kumpeh-ilir-tewas-keluarga-merasa-janggal,https://asset.kompas.com/crops/NN6YqP5a3HzKqCDCXiPLHMQkO6I=/18x3:750x492/230x152/data/photo/2020/04/01/5e8457af97717.jpg
"Konser Bondan Prakoso di Lhokseumawe Dibatalkan, Diganti Tahlil untuk Tu Sop",REGIONAL,07-09-2024,2024-09-08 07:03:28,https://regional.kompas.com/read/2024/09/07/235025378/konser-bondan-prakoso-di-lhokseumawe-dibatalkan-diganti-tahlil-untuk-tu-sop,https://asset.kompas.com/crops/MzjZbk1Yg3aCdP1Swrbs-Pgdo-E=/86x4:670x393/230x152/data/photo/2024/09/07/66dc83962e920.jpg
"Ingin Shalatkan Bacawagub Aceh Tu Sop, Warga Penuhi Masjid Raya Baiturrahman",REGIONAL,07-09-2024,2024-09-08 07:03:28,https://regional.kompas.com/read/2024/09/07/234141078/ingin-shalatkan-bacawagub-aceh-tu-sop-warga-penuhi-masjid-raya-baiturrahman,https://asset.kompas.com/crops/VySMD951Klp3MdTeFROcvQdrdzs=/0x0:0x0/230x152/data/photo/2024/09/07/66dc75b8addf7.jpg
"CFX Luncurkan Produk Derivatif Aset Kripto, Apa Itu?",MONEY,07-09-2024,2024-09-08 07:03:29,https://money.kompas.com/read/2024/09/07/233938626/cfx-luncurkan-produk-derivatif-aset-kripto-apa-itu,https://asset.kompas.com/crops/O4LRwC9Dv74QP1IPvjMIIr6trPw=/0x0:1920x1280/230x152/data/photo/2024/05/30/66582ee24c988.jpg
"Bisnis Precast Kontributor Terbesar Waskita Beton, Tembus Rp 1,11 Triliun",PROPERTI,07-09-2024,2024-09-08 07:03:29,https://www.kompas.com/properti/read/2024/09/07/232114121/bisnis-precast-kontributor-terbesar-waskita-beton-tembus-rp-111-triliun,https://asset.kompas.com/crops/OEXsFYjycFZsl5q-yT6w2koqiDc=/122x0:1472x900/230x152/data/photo/2024/09/07/66dbd65a20a40.jpeg
7-Eleven Tolak Tawaran Akuisisi Rp 595 Triliun dari Induk Circle K,MONEY,07-09-2024,2024-09-08 07:03:30,https://money.kompas.com/read/2024/09/07/231727526/7-eleven-tolak-tawaran-akuisisi-rp-595-triliun-dari-induk-circle-k,https://asset.kompas.com/crops/xiZDosBBPXuv4gfvmnn6p-Q0QUU=/196x5:698x339/230x152/data/photo/2014/01/03/14220467eleven780x390.jpg
"Diduga Hina Dosen, Rektor UIN Suska Riau Jadi Tersangka",REGIONAL,07-09-2024,2024-09-08 07:03:30,https://regional.kompas.com/read/2024/09/07/231346278/diduga-hina-dosen-rektor-uin-suska-riau-jadi-tersangka,https://asset.kompas.com/crops/Zcc-H4wEiGIYjXqkzt7uNG1haUY=/0x0:0x0/230x152/data/photo/2024/09/07/66dc75a44eb0c.jpg
Cara Transfer BCA ke DANA via KlikBCA,MONEY,07-09-2024,2024-09-08 07:03:31,https://money.kompas.com/read/2024/09/07/230500126/cara-transfer-bca-ke-dana-via-klikbca,https://asset.kompas.com/crops/OR4RWRYfRSWd2iUNXrVtPP6QvCY=/0x247:1080x967/230x152/data/photo/2023/09/16/6505b269c4749.jpg
Saat Ragnar Oratmangoen Masih Tak Yakin Cetak Gol ke Gawang Arab Saudi...,BOLA,07-09-2024,2024-09-08 07:03:31,https://bola.kompas.com/read/2024/09/07/23000678/saat-ragnar-oratmangoen-masih-tak-yakin-cetak-gol-ke-gawang-arab-saudi,https://asset.kompas.com/crops/ZJbbMiQhQEbs6HH5LjGwtoif6z4=/0x0:1618x1078/230x152/data/photo/2024/09/06/66da10ab35c09.jpg
Teknologi Pendinginan Bisa Cegah 2 Miliar Ton Emisi Akibat Food Loss,LESTARI,07-09-2024,2024-09-08 07:03:32,https://lestari.kompas.com/read/2024/09/07/230000686/teknologi-pendinginan-bisa-cegah-2-miliar-ton-emisi-akibat-food-loss,https://asset.kompas.com/crops/0lJ2YR_gdT5N-hZ-OJ_UTwrKHZE=/0x0:830x553/230x152/data/photo/2024/05/14/6643325e58e4d.jpg
"WN Belanda Terjebak di Tebing Curam Lombok, Proses Evakuasi Berlangsung 6 Jam",REGIONAL,07-09-2024,2024-09-08 07:03:32,https://regional.kompas.com/read/2024/09/07/225612478/wn-belanda-terjebak-di-tebing-curam-lombok-proses-evakuasi-berlangsung-6,https://asset.kompas.com/crops/A37wX-0etp4CoGJJ7gAO5rlUaew=/0x46:1200x846/230x152/data/photo/2024/09/07/66dc14781bdf6.jpg
Cara Transfer BCA ke DANA via myBCA,MONEY,07-09-2024,2024-09-08 07:03:33,https://money.kompas.com/read/2024/09/07/224344026/cara-transfer-bca-ke-dana-via-mybca,https://asset.kompas.com/crops/x_IXoc-WVD1T3zd8BOMfcF1k7gk=/494x63:1194x529/230x152/data/photo/2024/06/28/667e767cc6095.jpg
Masa Tanggap Darurat Banjir Bandang Ternate Diperpanjang,REGIONAL,07-09-2024,2024-09-08 07:03:33,https://regional.kompas.com/read/2024/09/07/223110378/masa-tanggap-darurat-banjir-bandang-ternate-diperpanjang,https://asset.kompas.com/crops/-vju0vcr-nf5t2a8c7Q6s5uvyJw=/0x0:0x0/230x152/data/photo/2024/09/07/66dc48eea146d.jpg
Kemenko Marves dan IGCN Kolaborasi Pusat Unggulan Rumput Laut,LESTARI,07-09-2024,2024-09-08 07:03:34,https://lestari.kompas.com/read/2024/09/07/223055086/kemenko-marves-dan-igcn-kolaborasi-pusat-unggulan-rumput-laut,https://asset.kompas.com/crops/HaXeO_HvkjOid9QkRwIEIVGHtfE=/0x1:1280x854/230x152/data/photo/2024/09/07/66dbbf9fefdd7.jpeg
"Pelamar CPNS 2024 Bisa Refund E-Meterai, Ini Caranya",MONEY,07-09-2024,2024-09-08 07:03:34,https://money.kompas.com/read/2024/09/07/222952926/pelamar-cpns-2024-bisa-refund-e-meterai-ini-caranya,https://asset.kompas.com/crops/Mg18QxNo0frV_24X_p7JKuUDfvo=/491x580:1234x1076/230x152/data/photo/2024/09/06/66dac218a4c83.jpg
Update 10 Instansi Pusat Paling Ramai dan Sepi Peminat di CPNS 2024,MONEY,07-09-2024,2024-09-08 07:03:35,https://money.kompas.com/read/2024/09/07/222614826/update-10-instansi-pusat-paling-ramai-dan-sepi-peminat-di-cpns-2024,https://asset.kompas.com/crops/DF66zR0qFXSVloU2EMO9flecymU=/0x0:1200x800/230x152/data/photo/2021/09/02/61309f1ad06c2.jpg
"Bibit Waluyo, Sutarman, dan Dudung Abdurachman Masuk Tim Pemenangan Luthfi-Yasin",REGIONAL,07-09-2024,2024-09-08 07:03:35,https://regional.kompas.com/read/2024/09/07/222114978/bibit-waluyo-sutarman-dan-dudung-abdurachman-masuk-tim-pemenangan-luthfi,https://asset.kompas.com/crops/IZbdlPSQdQ9ef_SFs_KdyBHPIyU=/0x0:0x0/230x152/data/photo/2024/09/07/66dc0e9657d82.jpg
Anggota Termuda DPRD Jateng Akui Sering Tak Masuk Kuliah karena Sibuk Pemilu,REGIONAL,07-09-2024,2024-09-08 07:03:36,https://regional.kompas.com/read/2024/09/07/220553078/anggota-termuda-dprd-jateng-akui-sering-tak-masuk-kuliah-karena-sibuk,https://asset.kompas.com/crops/m9I-3RXIOXRAV31a7CugpCeBqAY=/0x0:0x0/230x152/data/photo/2024/09/07/66dc2fa126173.jpg
Klasemen MotoGP Usai Sprint Race GP San Marino 2024: Jorge Martin Mantap di Puncak,BOLA,07-09-2024,2024-09-08 07:03:36,https://www.kompas.com/motogp/read/2024/09/07/22000858/klasemen-motogp-usai-sprint-race-gp-san-marino-2024-jorge-martin-mantap-di,https://asset.kompas.com/crops/2YgJMeq2RxX2v1K58RAw9o-8mNo=/7x104:687x557/230x152/data/photo/2024/07/06/6689459f174a2.jpg
Apa yang Terjadi jika Konsumsi Garam Terlalu Banyak? Ini Ulasannya...,HEALTH,07-09-2024,2024-09-08 07:03:37,https://health.kompas.com/read/24I07220000768/apa-yang-terjadi-jika-konsumsi-garam-terlalu-banyak-ini-ulasannya-,https://asset.kompas.com/crops/R6S9l5GC9tK724Evu6M_o_xg7VA=/101x85:974x667/230x152/data/photo/2018/02/26/2711254483.jpg
"Kebiasaan Ragnar Oratmangoen, Berdoa dan Meminta Pertolongan Tuhan",BOLA,07-09-2024,2024-09-08 07:03:37,https://bola.kompas.com/read/2024/09/07/21585758/kebiasaan-ragnar-oratmangoen-berdoa-dan-meminta-pertolongan-tuhan,https://asset.kompas.com/crops/3KJRsnDXlrR3GzkTRvaPeute2Jk=/0x0:1620x1080/230x152/data/photo/2024/09/06/66da10ab63b0b.jpg
Cara Mendapatkan Diskon Tiket Kereta Dosen dan Alumni 15 Universitas,MONEY,07-09-2024,2024-09-08 07:03:38,https://money.kompas.com/read/2024/09/07/214947126/cara-mendapatkan-diskon-tiket-kereta-dosen-dan-alumni-15-universitas,https://asset.kompas.com/crops/6dh38TWCqQk8wRgJ8S9lLAYDEHc=/77x126:779x594/230x152/data/photo/2023/12/04/656d44a522a4d.jpg
"Lanjutkan Aduan Warga Ala Ahok, Pramono Juga Bakal Manfaatkan Teknologi",NEWS,07-09-2024,2024-09-08 07:03:38,https://megapolitan.kompas.com/read/2024/09/07/21452521/lanjutkan-aduan-warga-ala-ahok-pramono-juga-bakal-manfaatkan-teknologi,https://asset.kompas.com/crops/dL_KNT8R0sxKJSRGqxg6wRKTU6c=/0x0:0x0/230x152/data/photo/2024/09/07/66dc577ad3ba7.jpg
